bangla_speech,combined,ipa_output
"পাশে থেকো সারা জীবন ,দূরে যেয়ো না","Barishal  পাশে থাইকো সারা জীবন, দূরে যাইয়ো না","bɐɪʃɐl  pɐʃe t̪ʰɐ͡ɪ̯ko ʃɐɾɐ ɟɪbɔn, d̪uɾe ɟɐ͡ɪ̯ʲo nɐ"
তোমায় ছাড়া একটুও আমার ভালো লাগে না,Barishal  তোমারে ছাড়া এক্কালেই মোর ভালো লাগে না,bɐɾɔhɐl  t̪omɐɾe cʰɐɽɐ ɛkkɐle͡ɪ̯ moɾ bʱɐlo lɐge nɐ
"কাউকে আবেগের ভালোবাসা দিওনা, মনের ভালোবাসা দিও ","Barishal  কাউরে আবেগের ভালোবাসা দিও না, মনের ভালোবাসা দিও","bɐɾɔhɐl  kɐ͡u̯ɾe ɐbegeɾ bʱɐlobɐʃɐ d̪ɪ͡o̯ nɐ, moneɾ bʱɐlobɐʃɐ d̪ɪ͡o̯"
কারন আবেগের ভালোবাসা একদিন বিবেকের কাছে হেরে যাবে,Barishal  কারন আবেগের ভালোবাসা এউক্কা দিনের বিবেকের ধারে ঠইজ্ঞা যাইবে,bɐɾɔhɐl  kɐɾon ɐbegeɾ bʱɐlobɐʃɐ e͡u̯kkɐ d̪ɪneɾ bɪbekeɾ d̪ʱɐɾe tʰɔ͡ɪ̯ggɐ ɟɐ͡ɪ̯be
কি করে বুঝাবো তারে আমি কতটা ভালবাসি?,Barishal  কি কইরা বুঝামু হ্যারে মুই কতডা ভালোবাসি?,bɐɾɔʃɐl  kɪ ko͡ɪ̯ɾɐ buɟʱɐmu hɛɾe mu͡ɪ̯ kɔt̪odɐ bʱɐlobɐʃɪ?
অনেক দিন পর তোমাকে দেখলাম,Barishal  ম্যালাদিন পর তোমারে দেখলাম,bɐɾɔhɐl  mɛlɐd̪ɪn pɔɾ t̪omɐɾe d̪ekʰlɐm
তোমাকে দেখে থমকে দারিয়ে ছিলাম,Barishal  তোমারে দেইখ্যা থমকে খারাইয়া আল্লাহম,bɐɾɔhɐl  t̪omɐɾe d̪e͡ɪ̯kʰkʰɐ t̪ʰɔmke kʰɐɾɐ͡ɪ̯ʲɐ ɐllɐhom
আমি খুব কষ্টে নিজেকে সামলে নিলাম,Barishal  মুই বেমালা কষ্টে মোরে সামলাইয়া নিছি,bɐɾʃɐl  mu͡ɪ̯ bemɐlɐ koʃte moɾe ʃɐmlɐ͡ɪ̯ʲɐ nɪcʰɪ
যখন তুমি আমাকে দেখে না দেখার ভান করলে তখন আমার দারুন লেগেছে,Barishal  যহন তুমি মোরে দেইখ্যা না দেহার ভান করছো তহন মোর মজা লাগছে,bɐɾɔhɐl  ɟɔhon t̪umɪ moɾe d̪e͡ɪ̯kʰkʰɐ nɐ d̪ehɐɾ bʱɐn koɾcʰo t̪ɔhon moɾ mɔɟɐ lɐgcʰe
তোমাকে সেই অনুভুতির কথা বলে বুঝাতে পারবো না,Barishal  তোমারে হেই অনুভূতির কথা কইয়া বুঝাইতে পারমু না,bɐɾɔhɐl  t̪omɐɾe he͡ɪ̯ onubʱut̪ɪɾ kɔt̪ʰɐ ko͡ɪ̯ʲɐ buɟʱɐ͡ɪ̯t̪e pɐɾmu nɐ
তোমাকে খুব মনে পড়ছে দিব তোমায় লাল গোলাপ,Barishal  তোমারে ম্যালা মনে পড়ছে দিমু তোমারে লাল গোলাপ,bɐɾɔhɐl  t̪omɐɾe mɛlɐ mone poɽcʰe d̪ɪmu t̪omɐɾe lɐl golɐp
আমার জীবনে কেউ নেই তুমি ছাড়া,Barishal  মোর জীবনে কেউ নাই তুমি ছাড়া,bɐɾɔhɐl  moɾ ɟɪbone ke͡u̯ nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ
আমার জীবনে কোন স্বপ্ন নেই তুমি ছাড়া,Barishal  মোর জীবনে কোনো স্বপ্ন নাই তুমি ছাড়া,bɐɾɔhɐl  moɾ ɟɪbone kono ʃɔpno nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ
আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া,Barishal  মোর দুজ্ঞা চোউখ কিছু খোঁজেনা তোমারে ছাড়া,bɐɾɔhɐl  moɾ d̪uggɐ co͡u̯kʰ kɪcʰu kʰõɟenɐ t̪omɐɾe cʰɐɽɐ
যখন মেয়ে বুঝে তখন ছেলে বুঝেনা ,Barishal  যহন মাইয়া বোঝে তহন পোলা বোঝে না,bɐɾɪʃɐl  ɟɔhon mɐ͡ɪ̯ʲɐ boɟʱe t̪ɔhon polɐ boɟʱe nɐ
তুমি শুধু মনে রেখো আমায় সারা বেলা,Barishal  তুমি খালি মনে রাইখো মোরে হগল সময়,bɐɾɔhɐl  t̪umɪ kʰɐlɪ mone ɾɐ͡ɪ̯kʰo moɾe hɔgol ʃɔmɔe̯
চোখের কান্না মুছে  দেব তোমায় হাসি,Barishal  চোখের পানি মুইচ্ছা দিমু তোমারে হাসি, bɐɪʃɐl  cokʰeɾ pɐnɪ mu͡ɪ̯ccʰɐ d̪ɪmu t̪omɐɾe hɐʃɪ
তাইতো আমি বন্ধু তোমায় এতো ভালবাসি,Barishal  হেইতে মুই দোস্তো তোমারে বেমালা ভালোবাসি,bɐɾɔhɐl  he͡ɪ̯t̪e mu͡ɪ̯ d̪ost̪o t̪omɐɾe bemɐlɐ bʱɐlobɐʃɪ
"কত সুন্দর তুমি,প্রেমে পড়েছি আমি","Barishal  বেমালা সুন্দর তুমি, পেরেমে পড়ছি মুই","bɐɾɔhɐl  bemɐlɐ ʃund̪ɔɾ t̪umɪ, peɾeme poɽcʰɪ mu͡ɪ̯"
ছেলেরা ভালোবাসার অভিনয় করতে করতে যে কখন সত্যি সত্যি ভালোবেসে ফেলে তারা তা নিজেও জানেনা,Barishal  পোলারা ভালোবাসার নাটক করতে করতে যে কহন আসলেই ভালোবাইসা হালায় হ্যারা হেইয়া নিজেও জানেনা,bɐɾenɐ bʱɐlobɐʃɐɾ nɐtok koɾt̪e koɾt̪e ɟe kɔhon ɐʃole͡ɪ̯ bʱɐlobɐ͡ɪ̯ʃɐ hɐlɐe̯ hɛɾɐ he͡ɪ̯ʲ
মেয়েরা সত্যিকার ভালোবাসতে বাসতে যে কখন অভিনয় শুরু করে তারা তা নিজেও জানেনা,Barishal  মাইয়ারা ভালোবাসতে বাসতে যে কহন আসলেই অভিনয় শুরু করে হ্যারা হেইয়া নিজেও জানেনা,bɐɾʃɐl  mɐ͡ɪ̯ʲɐɾɐ bʱɐlobɐʃt̪e bɐʃt̪e ɟe kɔhon ɐʃole͡ɪ̯ obʱɪnɔe̯ ʃuɾu koɾe hɛɾɐ he͡ɪ̯ʲ
এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয়,Barishal  এই পিরথিবিতে পছন্দের মানুগুলা থুইয়া বাইচ্চা থাহাডা তয় অসম্ভব কিছুই না,bɐɾɔhɐl  e͡ɪ̯ pɪɾot̪ʰɪbɪt̪e pɔcʰond̪eɾ mɐnugulɐ t̪ʰu͡ɪ̯ʲɐ bɐ͡ɪ̯ccɐ t̪ʰɐhɐdɐ t̪ɔe̯ ɔʃ
কারো জন্য কারো জীবন থেমে থাকে না,Barishal  কারও লইজ্ঞা কারো জীবন থাইম্মা থাহে না,bɐɾɔʃɐl  kɐɾo lo͡ɪ̯ggɐ kɐɾo ɟɪbɔn t̪ʰɐ͡ɪ̯mmɐ t̪ʰɐhe nɐ
কাউকে প্রচন্ডভাবে ভালবাসার মধ্যে এক ধরনের দুর্বলতা আছে,Barishal  কাউরে বেমালা ভালোবাসার মধ্যে এক রহমের দুর্বলতা আছে,bɐɾɔhɐl  kɐ͡u̯ɾe bemɐlɐ bʱɐlobɐʃɐɾ mod̪d̪ʱe ɛk ɾɔhomeɾ d̪uɾbolɔt̪ɐ ɐcʰe
"ছেলে এবং মেয়ে বন্ধু হতে পারে, কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে","Barishal  পোলা আর মাইয়া দোস্তো হইতে পারে, তয় হ্যারা ঠিকই একজন আর একজনের পেরেমে পড়বে","bɐɾɔʃɐl  polɐ ɐɾ mɐ͡ɪ̯ʲɐ d̪ost̪o ho͡ɪ̯t̪e pɐɾe, t̪ɔe̯ hɛɾɐ tʰɪkɪ ɛkɟon ɐɾ ɛkɟoneɾ peɾeme"
ছেলেদের জন্য পৃথিবীতে সব চাইতে মূল্যবান হল মেয়েদের হাসি,Barishal  পোলাগো লইজ্ঞা পিরথিবিতে সব চাইতে দামী হইলো মাইয়াগো হাসি,bɐɾɔʃɐl  polɐgo lo͡ɪ̯ggɐ pɪɾot̪ʰɪbɪt̪e ʃɔb cɐ͡ɪ̯t̪e d̪ɐmɪ ho͡ɪ̯lo mɐ͡ɪ̯ʲɐgo hɐʃɪ
তোমাকে দুচোখ ভরে দেখা এখনও বাকি,Barishal  তোমারে দুই চোখ ভইরা দ্যাহা এহনও বাকি,bɐɾɔhɐl  t̪omɐɾe d̪u͡ɪ̯ cokʰ bʱo͡ɪ̯ɾɐ d̪ɛhɐ ehono bɐkɪ
তোমাকে  কাছে এসে জড়িয়ে ধরা বাকি,Barishal  তোমার কাছে যাইয়া জাবরাইয়া ধরা বাকি,bɐɾɔhɐl  t̪omɐɾ kɐcʰe ɟɐ͡ɪ̯ʲɐ ɟɐbɾɐ͡ɪ̯ʲɐ d̪ʱɔɾɐ bɐkɪ
আমার অনেক ঠাণ্ডা লাগছে,Barishal  মোর অনেক শিত লাগতেয়াছে,bɐɾɔhɐl  moɾ ɔnek ʃɪt̪ lɐgt̪eʲɐcʰe
আমার মন খারাপ,Barishal  মোর মন খারাপ,bɐɪʃɔl  moɾ mon kʰɐɾɐp
আপনার কি মন খারাপ ?,Barishal  আমনের কি মন খারাপ?,bɐɪʃɐl  ɐmoneɾ kɪ mon kʰɐɾɐp?
তোমার  কি মন খারাপ ?,Barishal  তোমার কি মন খারাপ?,bɐɪʃɐl  t̪omɐɾ kɪ mon kʰɐɾɐp?
আব্বু আমার জন্য লাল জামা কিনে এনেছে,Barishal  আব্বা মোর লইজ্ঞা লাল জামা কিন্যা আনছে, bɐɾcʰɐl  ɐbbɐ moɾ lo͡ɪ̯ggɐ lɐl ɟɐmɐ kɪnnɐ ɐncʰe
আমার বন্ধু আমাকে লাল শাড়ি কিনে দিয়েছে,Barishal  মোর দোস্তো মোরে লাল শাড়ি কিন্যা দেছে,bɐɾɔhɐl  moɾ d̪ost̪o moɾe lɐl ʃɐɽɪ kɪnnɐ d̪ecʰe
আমার বন্ধু আমাকে একটি লাল গোলাপ কিনে দিয়েছে,Barishal  মোর দোস্তো মোরে একডা লাল গোলাপ কিনে দেছে,bɐɾɪʃɐl  moɾ d̪ost̪o moɾe ɛkdɐ lɐl golɐp kɪne d̪ecʰe
আমার আম্মু আমাকে নিয়ে পার্কে ঘুরতে যাবে,Barishal  মোর মা মোরে লইয়া পার্কে ঘোরতে যাইবে,bɐɪʃɐl  moɾ mɐ moɾe lɔ͡ɪ̯ʲɐ pɐɾke gʱoɾt̪e ɟɐ͡ɪ̯be
"যে ভালবাসা যত গোপন, সেই ভালবাসা তত গভীর","Barishal  যেই ভালোবাসা যতো গোপন, হেই ভালোবাসা হ্যাতো গভীর","bɐɾɔhɐl  ɟe͡ɪ̯ bʱɐlobɐʃɐ ɟɔt̪o gopon, he͡ɪ̯ bʱɐlobɐʃɐ hɛt̪o gobʱɪɾ"
ভালোবাসা পাওয়ার চাইতে ভালোবাসা দেওয়াতেই বেশি আনন্দ,Barishal  ভালোবাসা পাওয়ার চাইয়া ভালোবাসা দেওয়াতেই বেমালা সুখ,bɐɾɐl  bʱɐlobɐʃɐ pɐ͡o̯ʷɐɾ cɐ͡ɪ̯ʲɐ bʱɐlobɐʃɐ d̪e͡o̯ʷɐt̪e͡ɪ̯ bemɐlɐ ʃukʰ
"তুমি যদি কাউকে ভালোবাসো,তবে তাকে ছেড়ে দাও","Barishal  তুমি যদি কাউরে ভালোবাসো,হ্যালে হ্যারে ছাইড়া দেও"," bɐɾɔhɐl  t̪umɪ ɟod̪ɪ kɐ͡u̯ɾe,hɛle hɛɾe cʰɐ͡ɪ̯ɽɐ d̪e͡o̯"
"যদি সে তোমার কাছে ফিরে আসে,তবে সে তোমারই ছিল","Barishal  যদি হ্যায় তোমার ধারে ফিররা আহে, হ্যালে হ্যায় তোমারি আল্লেহ","bɐɾɔhɐl  ɟod̪ɪ hɛe̯ t̪omɐɾ d̪ʱɐɾe pʰɪɾɾɐ ɐhe, hɛle hɛe̯ t̪omɐɾɪ ɐlleh"
"আর যদি ফিরে না আসে,তবে সে কখনই তোমার ছিল না","Barishal  আর হ্যায় যদি ফিররা না আহে, হ্যালে হ্যায় কহনোই তোমার আআল্লেহ না","bɐɾɔhɐl  ɐɾ hɛe̯ ɟod̪ɪ pʰɪɾɾɐ nɐ ɐhe, hɛle hɛe̯ kɔhono͡ɪ̯ t̪omɐɾ ɐ͡ɐ̯lleh nɐ"
"যখন কোন পুরুষ কোন নারীকে ভালবাসে,তখন সে তার জন্য সব কিছু করতে পারে","Barishal  যহন কোনো ব্যাডা কোনো বেডিরে ভালবাসে, তহন হ্যায় হ্যার লইজ্ঞা বেবাক কিছু করতে পারে","bɐɾɔʃɐl  ɟɔhon kono bɛdɐ kono bedɪɾe bʱɐlbɐʃe, t̪ɔhon hɛe̯ hɛɾ lo͡ɪ̯ggɐ bebɐk kɪcʰu koɾt̪e pɐɾe"
মুখে মুখে সবসময় ভালোবাসি ভালোবাসি বলার চেয়ে আমার মনে হয় ভালোবাসার মানুষটাকে বুঝতে পারা অনেক বড় ব্যাপার,Barishal  মোহে মোহে বেবাক সময় ভালোবাসি ভালবাসি কওয়ার চাইয়া মোর মনে হয় ভালোবাসার মানুডারে জানতে পারা বেমালা বড় বিষয়,bɐɾɔhɐl  mohe mohe bebɐk ʃɔmɔe̯ bʱɐlobɐʃɪ bʱɐlbɐʃɪ koʲɐɾ cɐ͡ɪ̯ʲɐ moɾ mone hɔe̯ bʱɐlobɐʃɐɾ 
ভালোবাসা মানে পরস্পরকে বুঝতে পারা,Barishal  ভালোবাসা মানে নিজেগো জানতে পারে,bɐɾɔhɐl  bʱɐlobɐʃɐ mɐne nɪɟego ɟɐnt̪e pɐɾe
আমি যে মানুষটিকে ভালোবাসব তাকে যদি না বুঝতে পারি তাহলে এই প্রেমের কোনো অর্থ আছে বলে মনে হয় না,Barishal  মুই যে মানুডারে ভালবাসমু হ্যারে যদি না বোঝতে পারি হ্যালে হেই পেরেমের কোনো মানে আছে বইলা মনে হয় না,boɾɔhɐl  mu͡ɪ̯ ɟe mɐnudɐɾe bʱɐlbɐʃmu hɛɾe ɟod̪ɪ nɐ boɟʱot̪e pɐɾɪ hɛle he͡ɪ̯ peɾemeɾ kono mɐne 
নিজে অসুখী হয়ে অন্যকে ভালোবেসে সুখী করা যায়না,Barishal  নিজে অসুখী হইয়া অন্যরে ভালোবাইসা সুখী করা যায়না,bɐɾɔhɐl  nɪɟe ɔʃukʰɪ ho͡ɪ̯ʲɐ ɔnnoɾe bʱɐlobɐ͡ɪ̯ʃɐ ʃukʰɪ kɔɾɐ ɟɐʲnɐ
কেউ আপনার জীবনে সুখ এনে দেবে ভেবে কারো সাথে প্রেমে জড়াবেন না,Barishal  কেউ আমনের জীবনে সুখ আইনা দেবে ভাইবা কারো লগে পেরেমে জরাইবেন না,bɐɾɔhɐl  ke͡u̯ ɐmoneɾ ɟɪbone ʃukʰ ɐ͡ɪ̯nɐ d̪ebe bʱɐ͡ɪ̯bɐ kɐɾo lɔge peɾeme ɟɔɾɐ͡ɪ̯ben nɐ
আপনি কারো জীবনে সুখ এনে দেবেন ভেবে প্রেম করুন,Barishal  আমনে কারো জীবনে সুখ আইনা দেবেন ভাইবা পেরেম করেন,bɐɾɔhɐl  ɐmone kɐɾo ɟɪbone ʃukʰ ɐ͡ɪ̯nɐ d̪eben bʱɐ͡ɪ̯bɐ peɾem kɔɾen
"সত্যিকারের ভালোবাসা শুধু ভালোবাসার মানুষটিকে সুখী করতে চায়, তার থেকে কোনো প্রতিদান আশা করে না","Barishal  সত্য ভালোবাসা খালি ভালোবাসার মানুডারে সুখী করতে চায়, হ্যার থাইকা কোনো কিছু আশা করে না","bɐɾɔʃɐl  ʃot̪t̪o bʱɐlobɐʃɐ kʰɐlɪ bʱɐlobɐʃɐɾ mɐnudɐɾe ʃukʰɪ koɾt̪e cɐe̯, hɛɾ t̪ʰɐ͡ɪ̯kɐ "
ভালবাসা মানে কাউকে জয় করা নয় বরং নিজেই কারো জন্য হেরে যাওয়া,Barishal  ভালোবাসা মানে কাউরে জেতা না উলডা নিজেই কারো লইজ্ঞা ঠইগা যাওয়া,bɐɾɔʃɐl  bʱɐlobɐʃɐ mɐne kɐ͡u̯ɾe ɟet̪ɐ nɐ uldɐ nɪɟe͡ɪ̯ kɐɾo lo͡ɪ̯ggɐ tʰɔ͡ɪ̯gɐ ɟɐ͡o̯ʷɐ
আপনি কখনই পারবেন না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে কিংবা জোর করে অন্যের ভালো লাগার মানুষ হতে,Barishal  আমনে কহনোই পারবেন না অন্য কারোর ভালোবাসারে ছিনাইয়া লইতে বা জোর কইরা আর একজনের ভালো লাগার মানু হইতে,bɐɾone kɔhono͡ɪ̯ pɐɾben nɐ ɔnno kɐɾoɾ bʱɐlobɐʃɐɾe cʰɪnɐ͡ɪ̯ʲɐ lo͡ɪ̯t̪e bɐ ɟoɾ ko͡ɪ̯ɾɐ ɐ
