bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
স্বাভাবিকভাবে,s̪bab̤abikb̤abe,স্বাভাবিকভাইব্বা,ʃɐbʱɐbɪkbʱɐ͡ɪ̯bbɐ,একবারে,ɛkbɐɾe,স্বাভাবিকভাবে,ʃɐbʱɐbɪkbʱɐbe,স্বাভাবিক,ʃɐbʱɐbɪk,এনে,ene,Naturally,,
স্বার্থপর,s̪bart̪ʰɔpɔrɔ,স্বার্থপর,ʃɐɾt̪ʰopɔɾ,স্বাথপর,ʃɐt̪ʰpɔɾ,স্বার্থপর,ʃɐɾt̪ʰopɔɾ,স্বার্থপর,ʃɐɾt̪ʰopɔɾ,সারত,ʃɐɾot̪,Selfish,,
হইলো,hil̪o,হইলে,ho͡ɪ̯le,অইলো,ɔ͡ɪ̯lo,হইল,ho͡ɪ̯l,অইলো,ɔ͡ɪ̯lo,অইগিল,ɔ͡ɪ̯gɪl,Squeeze,,
হব,hɔbɔ,হমু,homu,অইমু,ɔ͡ɪ̯mu,হয়াম,hɔʲɐm,অইয়ুম,ɔ͡ɪ̯ʲum,অইয়ুম,ɔ͡ɪ̯ʲum,Bewilder,,
হবেনা,hɔben̪a,না,nɐ,অইতো,ɔ͡ɪ̯t̪o,হইতনা,ho͡ɪ̯t̪ɔnɐ,বই,bo͡ɪ̯,অইবো,ɔ͡ɪ̯bo,Or if,,
হবো,hɔbo,হমু,homu,অইতাম,ɔ͡ɪ̯t̪ɐm,হবো,hɔbo,অইয়ুম,ɔ͡ɪ̯ʲum,অইয়ুম!,ɔ͡ɪ̯ʲum!,Hob,,
হয়?,he̯ɔ?,লইজ্ঞা,lo͡ɪ̯ggɐ,অয়?,ɔe̯?,হয়?,hɔe̯?,হয়,hɔe̯,অয়,ɔe̯,Is there?,,
হয়তো,he̯ɔt̪o,হয়তো,hɔʲt̪o,হয়তো,hɔʲt̪o,মনে,mone,হয়তো,hɔʲt̪o,আঁই,ɐ̃ɪ,Maybe,,
হয়না,he̯ɔn̪a,হয়,hɔe̯,ওয়,oe̯,হয়না,hɔʲnɐ,অয়নো,ɔʲono,নো,no,Or not,,
হয়নি,he̯ɔn̪i,হয়,hɔe̯,অইছে,e͡ɪ̯cʰe,হয়নাই,hɔʲnɐ͡ɪ̯,অয়নো,ɔʲono,লাভ,lɐbʱ,Did not,,
হয়েছি,he̯et͡ɕʰi,হইছি,ho͡ɪ̯cʰɪ,হইছি,ho͡ɪ̯cʰɪ,হইসি,ho͡ɪ̯sɪ,অইছি,e͡ɪ̯cʰɪ,অয়্যি,ɔkɪ,Have become,,
হলেই,hɔl̪ei,হইলেই,ho͡ɪ̯le͡ɪ̯,হলেই,hole͡ɪ̯,হইলেই,ho͡ɪ̯le͡ɪ̯,অইলেই,ɛ͡ɪ̯le͡ɪ̯,অইলেই,ɛ͡ɪ̯le͡ɪ̯,Only when,,
হাত-মুখ,hat̪ɔ-mukʰɔ,হাত-মুখ,hɐt̪-mukʰ,হাত,hɐt̪,হাত-মুখ,hɐt̪-mukʰ,হাত-মুক,-muk,আত,ɐt̪o,Hand-mouth,,
হাতির,hat̪irɔ,আর,ɐɾ,হাত্তির,hɐt̪t̪ɪɾ,হাতির,hɐt̪ɪɾ,খেলা,kʰelɐ,আর,ɐɾ,Elephant,,
হাতে,hat̪e,হাতে,hɐt̪e,হাতো,hɐt̪o,হাতে,hɐt̪e,হাতে,hɐt̪e,আতত,ɐt̪ɔt̪o,In hand,,
হারবো,harbo,ঠগমু,tʰɔgmu,হারতাম,hɐɾt̪ɐm,হারতাম,hɐɾt̪ɐm,হাইরতাম,hɐ͡ɪ̯ɾot̪ɐm,নো,no,Hurbo,,
হারায়,harae̯,হারাইছে,hɐɾɐ͡ɪ̯cʰe,আরাইছইন,ɐɾɐ͡ɪ̯cʰo͡ɪ̯n,হারায়,hɐɾɐe̯,হারায়,hɐɾɐe̯,ইন্তেকাল,ɪnt̪ekɐl,,,
হারে,hare,হারে,hɐɾe,হারে,hɐɾe,হারে,hɐɾe,হারেনা,hɐɾenɐ,হারে,hɐɾe,At the rate,,
হাসপাতালে,has̪pat̪al̪e,হাসপাতালে,hɐʃpɐt̪ɐle,হাসপাতালে,hɐʃpɐt̪ɐle,হাসপাতালে,hɐʃpɐt̪ɐle,হাস্ফাতালে,hɐspʰɐt̪ɐle,সকালত,ʃɔkɐlɔt̪o,At the hospital,,
হাহাকার,hahakarɔ,হাহাকার,hɐhɐkɐɾ,আর,ɐɾ,হাহাকার,hɐhɐkɐɾ,হাহাকার,hɐhɐkɐɾ,হাহাকার,hɐhɐkɐɾ,Scandalous,,
হৃদয়ে,hɽid̪e̯e,মোনে,mone,খইলজাত,kʰo͡ɪ̯lɟɐt̪,হৃদয়ে,ɾɪd̪ɔʲe,রিদয়ে,ɾɪd̪ɔʲe,রিদয়,ɾɪd̪ɔe̯,In the heart,,
হয়?,he̯ɔ?,হয়?,hɔe̯?,ওলা,olɐ,হয়?,hɔe̯?,অয়?,ɔe̯?,অয়,ɔe̯,Is there?,,
হয়ত,he̯ɔt̪ɔ,হইতারে,ho͡ɪ̯t̪ɐɾe,ওকলতে,okolt̪e,হয়ত,hɔʲt̪,হয়তো,hɔʲt̪o,অন্য,ɔnno,Maybe,,
হয়তো,he̯ɔt̪o,হয়তো,hɔʲt̪o,কিবা,kɪbɐ,হয়তো,hɔʲt̪o,দেইয়ের,d̪e͡ɪ̯ʲeɾ,ফিতিবার,fɪt̪ɪbɐɾ,Maybe,,
হয়েছি,he̯et͡ɕʰi,হইছি,ho͡ɪ̯cʰɪ,অইগেজি,ɔ͡ɪ̯geɟɪ,হইছি,ho͡ɪ̯cʰɪ,গেছি,gecʰɪ,অই,ɔ͡ɪ̯,Have become,,
১,১,১,d̪ʱo,১,d̪ʱo,১,d̪ʱo,বছর,bɔcʰoɾ,বছরর,bɔcʰoɾɔɾ,1,,
১০,১০,দশ,d̪ɔʃ,কাইলও,kɐ͡ɪ̯lo,১০,d̪ʱɔe̯,১০,d̪ʱɔe̯,১০,d̪ʱɔe̯,1,,
১৩,১৩,১৩,d̪ʱɔcʰoɾ,বৎসর,bɔt̪ʃɔɾ,১৩,d̪ʱɔe̯,১৩,d̪ʱɔe̯,১৩,d̪ʱɔ,1,,
১৪,১৪,১৪,d̪ʱɔ,১৪,d̪ʱɔ,১৪,d̪ʱo,১৪,d̪ʱɔ,১৪,d̪ʱɔ,1,,
১৫,১৫,পনরো,ponɾo,পন্ডো,pondo,১৫,d̪ʱɔpʰ,হনরো,hɔnoɾo,১৫,d̪ʱɔf,1,,
১৬,১৬,১৬,d̪ʱɔb,১৬ত,d̪ʱobɔt̪,১৬,d̪ʱɔe̯,হোলোতে,holot̪e,১৬ত,d̪ʱobɔt̪,1,,
২,২,২,nɔ,জামাইর,zɐmɐ͡ɪ̯ɾ,২,ɟɔneɾɪ,২,nɔ,দুই,d̪u͡ɪ̯,2,,
২য়,২e̯ɔ,দুইনাম্বার,d̪u͡ɪ̯nɐmbɐɾ,দুই,d̪u͡ɪ̯,২য়,nɔe̯,দ্বিতীয়,d̪ɪt̪ɪʲo,দু,d̪u,2nd,,
২০১৫তে,২০১৫t̪e,দুই,d̪u͡ɪ̯,২০১৫,2d̪d̪ʱopʰ,২০১৫তে,nod̪od̪ʱopʰt̪e,২০১৫,2d̪d̪ʱopʰ,২০১৫তে,nɔd̪d̪ʱopʰt̪e,On the 25th,,
২০১৬,২০১৬,২০১৬,nod̪d̪ʱob,২০১৬,nod̪d̪ʱob,২০১৬,nod̪od̪ʱob,দুই,d̪u͡ɪ̯,২০১৬,nɔd̪d̪ʱob,20,,
২৩,২৩,২৩,22,২৩,22,২৩,22,২৩,22,মাইয়ে,mɐ͡ɪ̯ʲe,20,,
২৫,২৫,২৫,nɔpʰ,২৫,nɔpʰ,২৫,nɔpʰ,হছিশ,hocʰɪʃ,২৫,nɔf,20,,
২৮,২৮,আডাইশ,ɐdɐ͡ɪ̯ʃ,২৮,nɔm,২৮,nɔm,২৮,nɔm,২৮,nɔm,20,,
৩,৩,৩,e,৩,e̯,৩,2,৩,e,৩,e̯,1,,
৪,৪,৪,pɔɾe,৪,pɔ,৪,p,৪,p,চাইর,cɐ͡ɪ̯ɾ,1,,
৫,৫,৫,pʰo,খরি,xoɾɪ,৫,pʰo,হাছ,hɐcʰ,গইত্তে,gɪt̪t̪e,1,,
৫০-৬০টি,৫০-৬০ti,৫০-৬০,pʰɔd̪-bd̪,৫০-৬০,pʰɔd̪-bd̪,৫০-৬০টা,pʰɔd̪-bɔd̪tɐ,৫০-৬০,pʰɔd̪-bd̪,৫০-৬০,fɔd̪-bɔd̪,3-5,,
৫০০০টির,৫০০০tirɔ,৫০০০টার,pʰɔd̪d̪ʱotɐɾ,৫০০০,pʰɔd̪d̪ʱo,৫০০০টার,pʰɔd̪d̪ʱotɐɾ,৫০০০টার,fɔd̪d̪ʱotɐɾ,৫০০০,fod̪d̪ʱo,3,,
৬,৬,৬,bo,৬,bo,৬,bo,ছ,cʰɔ,গরত,gɔɾot̪o,1,,
৬৪,৬৪,৬৪,bɔpʰ,৬৪,bɔpʰ,৬৪,bɔɽo,৬৪,bɔɽo,৬৪,bɔpo,1,,
৭,৭,৭,bʱo,৭,bʱo,৭,bʱo,হাত,hɐt̪,৭,v,1,,
৮,৮,৮,m,৮,m,৮,m,৮,m,আযিয়া,ɐɟɪʲɐ,1,,
৮০,৮০,৮০,mɔd̪,আশির,ɐʃɪɾ,৮০,eɾ,৮০,mɔd̪,আশি,ɐʃɪ,1,,
৯,৯,নয়,nɔe̯,৯,ɟo,৯,ɟo,৯,ɟo,৯,zɔ,1,,
উলটে,ul̪te,উলডা,uldɐ,উল্টাইয়া,ultɐ͡ɪ̯ʲɐ,উলটা,ultɐ,উলটে,ulte,উল্ডা,uldɐ,Upside down,,
এইচএসসি,eit͡ɕes̪s̪i,কইররা,ko͡ɪ̯ɾɾɐ,এইচএসসি,e͡ɪ̯ceʃosɪ,এইচএসসি,e͡ɪ̯ceʃosɪ,এইচএসসি,e͡ɪ̯ceʃosɪ,ফরিক্ষা,pʰoɾɪkkʰɐ,HSC,,
এইবার,eibarɔ,এইফির,e͡ɪ̯pʰɪɾ,এবার,ebɐɾ,এইবার,e͡ɪ̯bɐɾ,এইবার,e͡ɪ̯bɐɾ,এবার,ebɐɾ,This time,,
এইভাবেই,eib̤abei,এইরহম,e͡ɪ̯ɾɔhɔm,কিতা,kɪt̪ɐ,এমনেই,ɛmone͡ɪ̯,এইভাবেই,e͡ɪ̯bʱɐbe͡ɪ̯,অসান্তি,ɔʃɐnt̪ɪ,In this way,,
একইদিনে,ekid̪in̪e,একদিনেই,ɛkd̪ɪne͡ɪ̯,নানী,nɐnɪ,একইদিনে,ɛkɪd̪ɪne,একইদিনে,ɛkɪd̪ɪne,দিনত,d̪ɪnt̪o,In the same day,,
একটানা,ektan̪a,একটানা,ɛktɐnɐ,এখটানা,ekʰtɐnɐ,একটানা,ɛktɐnɐ,একটানা,ɛktɐnɐ,বছর,bɔcʰoɾ,Continuous,,
একদম,ekɔd̪ɔmɔ,এককালে,ɛkkɐle,একবারে,ɛkbɐɾe,একদম,ɛkd̪ɔm,একদম,ɛkd̪ɔm,এব্বারে,ebbɐɾe,At all,,
একদমই,ekɔd̪ɔmi,মোডেও,mode͡o̯,একদমই,ɛkd̪ɔmɪ,এক্কেরেই,ɛkkeɾe͡ɪ̯,এক্কানাও,ɛkkɐnɐ͡o̯,আর,ɐɾ,At all,,
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn,একদিন,ɛkd̪ɪn,একদিন,ɛkd̪ɪn,একদিন,ɛkd̪ɪn,ফোয়াইবা,foʷɐ͡ɪ̯bɐ,One day,,
একদিনও,ekd̪in̪o,একদিনো,ɛkd̪ɪno,একদিনও,ɛkd̪ɪno,একদিনও,ɛkd̪ɪno,ওকগা,okgɐ,একদিনোও,ɛkd̪ɪno͡o̯,One day,,
একদিনে,ekd̪in̪e,একদিনে,ɛkd̪ɪne,একদিনে,ɛkd̪ɪne,একদিনে,ɛkd̪ɪne,একদিনে,ɛkd̪ɪne,এক্কান,ɛkkɐn,One day,,
একসময়,ekɔs̪ɔme̯ɔ,এককালে,ɛkkɐle,এখসময়,exʃɔmɔe̯,একসময়,cʰeɽɐɾ,একসময়,ɛkʃɔmɔe̯,একসময়,ɛkʃɔmɔe̯,At one time,,
একি,eki,এক,ɛk,এক,ɛk,একি,ekɪ,একি,ekɪ,স্কুলত,skulɔt̪o,The same,,
একেবারেই,ekebarei,এক্কালেই,ɛkkɐle͡ɪ̯,এখেবারেউ,exebɐɾe͡u̯,এক্কেরেই,ɛkkeɾe͡ɪ̯,এক্কেরেই,ɛkkeɾe͡ɪ̯,আরে,ɐɾe,At all,,
এক্স,eks̪ɔ,আগের,ɐgeɾ,কিতা,kɪt̪ɐ,এক্স,ekʃo,এক্স,ekʃo,আগের,ɐgeɾ,X,,
এত,et̪ɔ,এত,kʰɔʲɾɐt̪ɪ,এত,ɛt̪o,এত,ɛt̪o,এতো,et̪o,এইল্লে,e͡ɪ̯lle,So much,,
এতটাও,et̪tao,এতহানিও,ɛt̪ohɐnɪ͡o̯,ওতোও,ot̪o͡o̯,এতটাও,ɛt̪otɐ͡o̯,এতও,ɛt̪o,এতবর,et̪obɔɾ,So much,,
এতোই,et̪oi,এতই,ɛt̪o͡ɪ̯,অতউ,ɔt̪o͡u̯,এতোই,et̪o͡ɪ̯,এতই,ɛt̪o͡ɪ̯,এতোই,et̪o͡ɪ̯,So much,,
এদিকে,ed̪ike,আইলা,ɐ͡ɪ̯lɐ,ওতার,ot̪ɐɾ,এদিকে,ed̪ɪke,লাই,lɐ͡ɪ̯,এতেল্লাই,et̪ellɐ͡ɪ̯,In the meantime,,
এপারে,epare,একলগে,ɛklgk,পারে,pɐɾe,এপারে,epɐɾe,দিন,d̪ɪn,বই,bo͡ɪ̯,In this way,,
এবছর,ebɔt͡ɕʰɔrɔ,এই,e͡ɪ̯,অউ,ɔ͡u̯,এবছর,ebocʰoɾ,এবছর,ebocʰoɾ,এই,e͡ɪ̯,This year,,
এবার,ebarɔ,এইফির,e͡ɪ̯pʰɪɾ,বউত,bɔ͡u̯t̪o,এবার,ebɐɾ,এবার,ebɐɾ,এবারত,ebɐɾɔt̪o,This time,,
এবারের,ebarerɔ,এইবারের,cʰutɪt̪e,ওবার,obɐɾ,এবারের,ebɐɾeɾ,এইবার,e͡ɪ̯bɐɾ,এবারর,ebɐɾoɾ,This time,,
এমনিতেই,emn̪it̪ei,মনের,moneɾ,আমার,ɐmɐɾ,এমনিতেই,emnɪt̪e͡ɪ̯,আর,ɐɾ,আর,ɐɾ,In the same way,,
এর,erɔ,হ্যার,hɛɾ,এর,eɾ,এর,eɾ,এয়ার,eʲɐɾ,ইন,ɪn,,,
এলাকাতে,el̪akat̪e,এলাকায়,elɐkɐe̯,এলাকাত,elɐkɐt̪,এলাকাত,elɐkɐt̪,এলাকাত,elɐkɐt̪,এলাহাত,elɐhɐt̪,In the area,,
এসএসসি,es̪es̪s̪i,মেটটিক,mettɪk,পাশ,pɐʃ,এসএসসি,eʃo͡e̯ssɪ,হাস,hɐʃ,এসএসসি,eʃo͡e̯ssɪ,SSC,,
এসব,es̪ɔbɔ,যহন,ɟɔhon,গান,gɐn,এসব,eʃɔb,দেখবো,d̪ekʰbo,এগুন,egun,These are,,
এসে,es̪e,আইয়া,ɐ͡ɪ̯ʲɐ,আইয়া,ɐ͡ɪ̯ʲɐ,আইসা,ɐ͡ɪ̯ʃɐ,বড়,bɔɽo,যুদা,zud̪ɐ,At this time,,
এসেই,es̪ei,আইয়াই,ɐ͡ɪ̯ʲɐ͡ɪ̯,আইয়াও,ɐ͡ɪ̯ʲɐ͡o̯,আয়াই,ɐʲɐ͡ɪ̯,আই,ɐ͡ɪ̯,আইয়েরে,ɐ͡ɪ̯ʲeɾe,In the meantime,,
এড়িয়ে,eɽie̯e,এড়াইয়া,eɽɐ͡ɪ̯ʲɐ,এড়াইয়া,eɽɐ͡ɪ̯ʲɐ,এড়ায়া,eɽɐʲɐ,এড়াই,eɽɐ͡ɪ̯,চলি,colɪ,Avoiding,,
ঐ,oj,হেই,he͡ɪ̯,হউ,hɔ͡u̯,ঐ,ɐɾ,ঐ,o͡ɪ̯,ঐ,o͡ɪ̯,3,,
ঐদিন,ojd̪in̪ɔ,অইদিন,ɔ͡ɪ̯d̪ɪn,হেদিন,hed̪ɪn,অইদিন,ɔ͡ɪ̯d̪ɪn,যেদিন,ɟed̪ɪn,অইদিন,ɔ͡ɪ̯d̪ɪn,That day,,
ও,o,অয়,ɔe̯,লাভ,lɐbʱ,ও,o,হেতে,het̪e,ইতার,ɪt̪ɐɾ,O,,
কক্সবাজার,kɔks̪ɔbad͡ʑarɔ,কক্সবাজার,zɐmu,বন্ধত,bond̪ʱot̪o,কক্সবাজার,kɔksbɐzɐɾ,কক্সবাজারে,kɔksbɐɟɐɾe,হাস্যবাজার,hɐʃʃobɐzɐɾ,Cox's Bazar,,
কত,kɔt̪ɔ,কত,kɔt̪o,কত,kɔt̪o,কত্ত,kɔt̪t̪o,কত,kɔt̪o,হত,hɔt̪o,How much,,
কত?,kɔt̪ɔ?,কত?,kɔt̪o?,কত?,kɔt̪o?,কত?,kɔt̪o?,কদ্দুর?,kɔd̪d̪uɾ?,হত?,hɔt̪o?,How much,,
কতটা,kɔt̪ɔta,ভালবাসি?,bʱɐlbɐʃɪ?,কতটা,kɔt̪otɐ,কতডা,kɔt̪odɐ,কত,kɔt̪o,হতকান,hɔt̪okɐn,How much,,
কতবার,kɔt̪ɔbarɔ,কয়বার,kɔʲbɐɾ,খতবার,xot̪obɐɾ,কতবার,kɔt̪obɐɾ,টা,tɐ,হতোবার,hot̪obɐɾ,How many times,,
কতো,kɔt̪o,বেমালা,bemɐlɐ,খতবার,kʰot̪obɐɾ,কতো,kɔt̪o,কত,kɔt̪o,অত,ɔt̪o,How much,,
কথাতেই,kɔt̪ʰat̪ei,কথাতেই,kɔt̪ʰɐt̪e͡ɪ̯,মাতই,mɐt̪ɪ,কথাতেই,kɔt̪ʰɐt̪e͡ɪ̯,কথাত্তে,kɔt̪ʰɐt̪t̪e,হতাত,hɔt̪ɐt̪,In words,,
কথায়,kɔt̪ʰae̯ɔ,পলাশের,pɔlɐʃeɾ,মাতে,mɐt̪e,কথায়,kɔt̪ʰɐe̯,কথাত,kɔt̪ʰɐt̪,বিরক্ত,bɪɾokt̪o,In words,,
কথায়,kɔt̪ʰae̯ɔ,কথায়,kɔt̪ʰɐe̯,খতায়,xɔt̪ɐe̯,কথায়,kɔt̪ʰɐe̯,আন্নেরে,ɐnneɾe,হতায়,hɔt̪ɐe̯,In words,,
কফি,kɔɸi,কফি,kopʰɪ,কফি,kopʰɪ,কফি,kopʰɪ,কফি,kopʰɪ,কপি,kopɪ,Coffee,,
কমলাপুর,kɔmɔl̪apurɔ,কমলাপুর,kɔmlɐpuɾ,কমলাপুর,kɔmlɐpuɾ,কমলাপুর,kɔmlɐpuɾ,কমলাহুর,kɔmlɐhuɾ,হমলাফুর,hɔmlɐfuɾ,Kamalapur,,
কয়েকটি,ke̯ekti,বই,bo͡ɪ̯,কয়টা,kɔʲtɐ,কয়েকটা,kɔʲektɐ,কিনছি,kɪncʰɪ,কিচু,kɪcu,A few,,
কয়েকদিন,ke̯ekd̪in̪ɔ,কয়দিন,kɔʲd̪ɪn,খয়েকদিন,xɔʲekd̪ɪn,কয়েকদিন,kɔʲekd̪ɪn,কয়েকদিন,kɔʲekd̪ɪn,দেশত,d̪eʃt̪ɔ,A few days,,
করছিলাম,kɔrɔt͡ɕʰil̪am,করছেলাম,koɾcʰelɐm,করছিলাম,koɾcʰɪlɐm,করসিলাম,koɾsɪlɐm,ভুল,bʱul,গরি,goɾɪ,Was doing,,
করছো?,kɔrɔt͡ɕʰo?,করতেয়াছো?,koɾt̪eʲɐcʰo?,করছো,koɾcʰo,করতাসো?,koɾt̪ɐʃo?,করোর,koɾoɾ,গরর,gɔɾoɾ,Are you doing,,
করত,kɔrɔt̪ɔ,চেষ্টা,koɾt̪e,করতো,koɾt̪o,করত,koɾt̪o,কইতো,ko͡ɪ̯t̪o,গইরতো,gɪɾot̪o,He did,,
করতাম,kɔrɔt̪am,করতাম,koɾt̪ɐm,খরতাম,xoɾt̪ɐm,করতাম,koɾt̪ɐm,কইরতাম,ko͡ɪ̯ɾot̪ɐm,গইত্তাম,gɪt̪t̪ɐm,Used,,
করতাম,kɔrɔt̪amɔ,করতাম,koɾt̪ɐm,হে,he,করতাম,koɾt̪ɐm,কইরতাম,ko͡ɪ̯ɾot̪ɐm,গইত্তেম,gɪt̪t̪em,Used,,
করতে,kɔrɔt̪e,করতে,koɾt̪e,করতে,koɾt̪e,করতে,koɾt̪e,কইরতে,ko͡ɪ̯ɾt̪e,গইত্তাম,gɪt̪t̪ɐm,To do,,
করতেছিলাম,kɔrɔt̪et͡ɕʰil̪am,করতেয়াছেলাম,koɾt̪eʲɐcʰelɐm,করাত,kɔɾɐt̪,করতাসিলাম,koɾt̪ɐʃɪlɐm,কইরতেছিলাম,kɪɾt̪ecʰɪlɐm,অনার্স,ɔnɐɾs,I was doing,,
করতেসে,kɔrɔt̪es̪e,চাইতেয়াছে,cɐ͡ɪ̯t̪eʲɐcʰe,করের,kɔɾeɾ,করতেসে,koɾt̪eʃe,কইরতাছে,ko͡ɪ̯ɾot̪ɐcʰe,মনে,mone,To do,,
করতো,kɔrɔt̪o,করতে,koɾt̪e,খরতা,xɔɾot̪ɐ,করতো,koɾt̪o,করতো,koɾt̪o,গইত্ত,gɪt̪t̪o,Used to do,,
করবা?,kɔrɔba?,করবা?,koɾbɐ?,করবায়,koɾbɐe̯,করবা?,koɾbɐ?,কইরবা,ko͡ɪ̯ɾbɐ,গইরতা?,gɪɾot̪ɐ?,Do you,,
করবি,kɔrɔbi,করবি,koɾbɪ,করতে,koɾt̪e,করতি,koɾt̪ɪ,কইত্তি,ko͡ɪ̯t̪t̪ɪ,ন,nɔ,Taxpayer,,
করবে,kɔrɔbe,করবেনা,koɾbenɐ,করতো,koɾt̪o,করবা,koɾbɐ,বিয়া,bɪʲɐ,শুরু,ʃuɾu,Willing,,
করি?,kɔri?,করি?,koɾɪ?,নি?,nɪ?,করি?,koɾɪ?,করি,koɾɪ,গরি?,goɾɪ?,Do you,,
করিনি,kɔrin̪i,নাই,nɐ͡ɪ̯,ভাবছিও,bʱɐbcʰɪ͡o̯,করি,koɾɪ,চিন্তা,mɐ,ন,nɔ,Did not do,,
করেছিল,kɔret͡ɕʰil̪ɔ,করছেলে,koɾcʰele,করছিলা,koɾcʰɪlɐ,করছিল,d̪u͡ɪ̯tɐ,দুগা,d̪ugɐ,দাবি,d̪ɐbɪ,Performed,,
করেন?,kɔren̪ɔ?,করেন?,kɔɾen?,করইন,koɾɪn,করেন?,kɔɾen?,করেন?,kɔɾen?,গরঅন,gɔɾo͡ɔ̯n,Do you,,
কলকাতা,kɔl̪ɔkat̪a,কলকাতা,kolkɐt̪ɐ,কলকাতা,kolkɐt̪ɐ,কলকাতার,kolkɐt̪ɐɾ,কলকাতা,kolkɐt̪ɐ,হলহাতার,holhɐt̪ɐɾ,Kolkata,,
কলেজে,kɔl̪ed͡ʑe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,দিনত,d̪ɪnt̪o,In college,,
কল্পনা,kɔl̪pɔn̪a,ভাব্তে,bʱɐbt̪e,কল্পনা,kɔlponɐ,করে,koɾe,লই,lɔ͡ɪ̯,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Imagination,,
কল্পনার,kɔl̪pɔn̪arɔ,কল্পনার,kɔlponɐɾ,থাকি,t̪ʰɐkɪ,কল্পনার,kɔlponɐɾ,কল্পনার,kɔlponɐɾ,হলফনার,holfonɐɾ,Imaginative,,
কষ্টকর,kɔʂtɔkɔrɔ,তয়,t̪ɔe̯,থাকা,t̪ʰɐkɐ,কষ্টকর,koʃtokɔɾ,অইলেও,ɛ͡ɪ̯le͡o̯,হস্টগর,hɔstɔgɔɾ,Daunting,,
কাঁদানো,kɔ̃d̪an̪o,কান্দানো,kɐnd̪ɐno,কানদানি,kɐnd̪ɐnɪ,কাঁনদানো,kɐ̃nd̪ɐno,ভালা,vɐlɐ,কাদাইলে,kɐd̪ɐ͡ɪ̯le,Cry,,
কাজে,kad͡ʑe,কামে,kɐme,কামও,kɐmo,কামে,kɐme,কামে,kɐme,হাম,hɐm,At work,,
কাটাবো?,katabo?,কাডামু?,kɐdɐmu?,কাটাইতাম,kɐtɐ͡ɪ̯t̪ɐm,কাটায়াম,kɐtɐʲɐm?,কাডাইয়ুম,kɐdɐ͡ɪ̯ʲum,হাডাইয়্যুম?,hɐdɐ͡ɪ̯ʲd̪ʱum?,Do you spend,,
কান্না,kan̪n̪a,পানি,pɐnɪ,কান্দা,kɐnd̪ɐ,কান্দনে,kɐnd̪one,হানি,hɐnɪ,ফানি,fɐnɪ,Cry,,
কারণে,karne,লইজ্ঞা,lo͡ɪ̯ggɐ,মেঘ,megʱ,কারণে,kɐɾone,কারণে,kɐɾone,লাই,lɐ͡ɪ̯,Because,,
কারনে,karn̪e,কারনে,kɐɾone,তাইন,t̪ɐ͡ɪ̯n,কারনে,kɐɾone,কোনদিন,kond̪ɪn,হারনে,hɐɾne,Because,,
কিছু,kit͡ɕʰu,কিছু,kɪcʰu,কিছু,kɪcʰu,কিছু,kɪcʰu,আর,ɐɾ,কিচু,kɪcu,Something,,
কিছুটা,kit͡ɕʰuta,কিছুডা,kɪcʰudɐ,বাক্কা,bɐkkɐ,কিছুডা,bɐɽsɪlo,চায়িদা,cɐʲɪd̪ɐ,এক্কানা,fot̪o,Somewhat,,
কিছুতেই,kit͡ɕʰut̪ei,মোডেও,mode͡o̯,কুন্তাত,kunt̪ɐt̪,কিসুতেই,kɪʃut̪e͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,কিচুতেই,kɪcut̪e͡ɪ̯,Somewhat,,
কিছুদিন,kit͡ɕʰud̪in̪ɔ,কয়দিন,kɔʲd̪ɪn,কিছুদিন,kɪcʰud̪ɪn,কিসুদিন,kɪʃud̪ɪn,কিছুদিন,kɪcʰud̪ɪn,কিছু,kɪcʰu,Sometime,,
কিছুর,kit͡ɕʰurɔ,কিছুর,kɪcʰuɾ,ভালা,vɐlɐ,কিসুর,kɪʃuɾ,কিছুর,kɪcʰuɾ,কিচুর,kɪcuɾ,Something,,
কিনতে,kin̪t̪e,কেনতে,kent̪e,কিনতে,kɪnt̪e,কিনতা,kɪnt̪ɐ,ক্যিনতে,kɛ͡ɪ̯nt̪e,কিনিত,kɪnɪt̪o,To buy,,
কিনা,kin̪a,নিহি,nɪhɪ,পারমু,pɐɾmu,কিনা,kɪnɐ,নিচয়টা,nɪcɔʲtɐ,হনো,hono,Or not,,
কুশল,kuɕɔl̪ɔ,কথাবার্তা,kɔt̪ʰɐbɐɾt̪ɐ,লগে,lɔge,কুশল,kuʃɔl,কুশল,kuʃɔl,হতাবাত্রা,hɔt̪ɐbɐt̪ɾɐ,Skillful,,
কেউ,keu,কেউ,ke͡u̯,কেউ,ke͡u̯,কেউ,ke͡u̯,কেও,ke͡o̯,অত,ɔt̪o,,,
কেও,keo,কেউ,ke͡u̯,আর,ɐɾ,কেও,ke͡o̯,কেও,ke͡o̯,নাই,nɐ͡ɪ̯,Ko,,
