bangla_speech,combined,ipa_output
তুমি কি সরকারি চাকরি করছো?,Mymensingh তুমি কিতা সরকারি চাকরি করতাসো?,menʃɪn t̪umɪ kɪt̪ɐ ʃɔɾkɐɾɪ cɐkɾɪ koɾt̪ɐʃo?
আমি একজন সরকারি কর্মকর্তা,Mymensingh আমি একজন সরকারি কর্মকর্তা,mɔnoʃɔn ɐmɪ ɛkɟon ʃɔɾkɐɾɪ kɔɾmokɔɾt̪ɐ
তুমি কি চাকরি করছো?,Mymensingh তুমি কিতা চাকরি করসো?,menʃɪn t̪umɪ kɪt̪ɐ cɐkɾɪ kɔɾʃo?
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,Mymensingh আমি একজন প্রফেশনাল ব্লগার হয়া কাম করতাসি,menʃɔn ɐmɪ ɛkɟon pɾopʰeʃonɐl blɔgɐɾ hɔʲɐ kɐm koɾt̪ɐʃɪ
তুমি কোথায় চাকরি করছো?,Mymensingh তুমি কুনহানে চাকরি করতাসো?,menʃɪn t̪umɪ kunhɐne cɐkɾɪ koɾt̪ɐʃo?
দূরে কোথাও যেখানে কেউ নেই ,Mymensingh দূরে কুনোখানে যেইহানে কেউ নাই ,menʃɪnh d̪uɾe kunokʰɐne ɟe͡ɪ̯hɐne ke͡u̯ nɐ͡ɪ̯ 
আমি কেন সবসময় কষ্ট পাই?,Mymensingh আমি কেরে বেগসময় কষ্ট পাই?,mɔʲenʃɪnh ɐmɪ keɾe begʃɔmɔe̯ koʃto pɐ͡ɪ̯?
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,Mymensingh হেরা তিন ভাই আসিন কিন্তু তারার মদ্ধে মিল আসিন না,mɔʃɪn nɐ t̪ɪn bʱɐ͡ɪ̯ ɐʃɪn kɪnt̪u t̪ɐɾɐɾ mɔd̪d̪ʱe mɪl ɐʃɪn nɐ
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,Mymensingh আফনে আমার সাথে এম্নে কথা কইতে ফারেন না,menʃɪn ɐcʰone ɐmɐɾ ʃɐt̪ʰe emne kɔt̪ʰɐ ko͡ɪ̯t̪e pʰɐɾen nɐ
আপনি  অনেক ভালো মানুষ ,Mymensingh আফনে মেলা ভালা মানুষ,menoʃɔne mɛlɐ bʱɐlɐ mɐnuʃ
আমরা ঢাকায় থাকি ,Mymensingh আমরা ঢাকায় থাহি,menoʃɪn ɐmɾɐ dʱɐkɐe̯ t̪ʰɐhɪ
আমি ঢাকার মিরপুরে  থাকি ,Mymensingh আমি ঢাকার মিরপুরে থাহি,mɔʲensɪn ɐmɪ dʱɐkɐɾ mɪɾpuɾe t̪ʰɐhɪ
আমি তার চোথের মায়ায় পড়েছি ,Mymensingh আমি হের চোক্ষের মায়ায় পড়সি,mɔʲenʃɪn ɐmɪ heɾ cokkʰeɾ mɐʲɐe̯ pɔɽʃɪ
তার হাসি অনেক সুন্দর,Mymensingh হের হাসি মেলা সুন্দর, mɔʲensɪng heɾ hɐʃɪ mɛlɐ ʃund̪ɔɾ
সে তার পরিবারকে ভালবাসে ,Mymensingh হেয় হের পরিবাররে ভালবাসে,mɔʃensɪng hee̯ heɾ poɾɪbɐɾɾe bʱɐlbɐʃe
তার জন্য আমি সব কিছু করতে পারি ,Mymensingh হের লাইজ্ঞা আমি বেগ কিসু করতাম ফারি, menʃɪn heɾ lɐ͡ɪ̯ggɐ ɐmɪ beg kɪʃu koɾt̪ɐm pʰɐɾɪ
আমি তাকে ভালবাসি ,Mymensingh আমি হেরে ভালবাসি,mɔnoʃɔn ɐmɪ heɾe bʱɐlbɐʃɪ
তার চুলগুলি অনেক লম্বা,Mymensingh হের চুলগুলা মেলা লম্বা,mɔʲensɪng heɾ culgulɐ mɛlɐ lɔmbɐ
তাকে কাজল দিলে অনেক ভালো লাগে,Mymensingh তারে কাজল দিলে মেলা ভালা লাগে,menʃɪn t̪ɐɾe kɐɟol d̪ɪle mɛlɐ bʱɐlɐ lɐge
তুমি কি আমায় ভালোবাসো না? ,Mymensingh তুমি কিতা আমারে ভালোবাস না?,menʃɪn t̪umɪ kɪt̪ɐ ɐmɐɾe bʱɐlobɐʃ nɐ?
তুমি বুঝো না কেন ?,Mymensingh তুমি বুঝো না কেরে ?,mɔʲenʃɪn t̪umɪ buɟʱo nɐ keɾe?
সে গান গাইতে পছন্দ করে ,Mymensingh হেয় গান গাইতে পসন্দ করে,mɔʃensɪn hee̯ gɐn gɐ͡ɪ̯t̪e pɔʃond̪o koɾe
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,Mymensingh হেয় যেই মাইয়াডারে ভালবাসে হেই মাইয়াডা ঢাকায় থাহে,mɔnoʃɪnh hee̯ ɟe͡ɪ̯ mɐ͡ɪ̯ʲɐdɐɾe bʱɐlbɐʃe he͡ɪ̯ mɐ͡ɪ̯ʲɐdɐ dʱɐkɐe̯ t̪ʰɐhe
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,Mymensingh আফনে যেই ছেড়াডারে ভালবাসেন সেই ছেড়াডা কি আফনেরে ভালবাসে ?,mɪnʃɪn ɐcʰone ɟe͡ɪ̯ cʰeɽɐdɐɾe bʱɐlbɐʃen ʃe͡ɪ̯ cʰeɽɐdɐ kɪ ɐpʰoneɾe bʱɐlbɐʃe?
সে একটি গাড়ি চুরি করেছে,Mymensingh হেয় একটা গাড়ি চুরি করসে,mɔnoʃɪn hee̯ ɛktɐ gɐɽɪ cuɾɪ koɾʃe
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,Mymensingh আমি তোমার লগে দুনিয়াডা ঘুইরা আসতাম চাই,menʃɔn ɐmɪ t̪omɐɾ lɔge d̪unɪʲɐdɐ gʱu͡ɪ̯ɾɐ ɐʃt̪ɐm cɐ͡ɪ̯
কিন্তু আমিতো তোমার সাথে যাবো না ,Mymensingh কিন্তু আমিতো তোমার লগে যাইতাম না,menʃɪn kɪnt̪u ɐmɪt̪o t̪omɐɾ lɔge ɟɐ͡ɪ̯t̪ɐm nɐ
তোমার কথা শুনে খুব ভালো লাগলো ,Mymensingh তোমার কথা হুইন্না মেলা ভালা লাগল,mɔʲensɪng t̪omɐɾ kɔt̪ʰɐ hu͡ɪ̯nnɐ mɛlɐ bʱɐlɐ lɐgl
তোমার ভালো না লাগলে কিছু করার নাই ,Mymensingh তোমার ভালা না লাগলে কিসু করনের নাই,mɔʲensɪng t̪omɐɾ bʱɐlɐ nɐ lɐgle kɪʃu kɔɾoneɾ nɐ͡ɪ̯
ছবি তোলার পর আমাকে কেমন লাগে? ,Mymensingh ছবি তুলনের পর আমারে কেমত লাগে?,mɔʲensɪn cʰobɪ t̪uloneɾ pɔɾ ɐmɐɾe kemɔt̪ lɐge?
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,Mymensingh আমি আজকে অনেকদিন পর হের সাথে কথা কইসি,mɔʲenʃɪn ɐmɪ ɐɟke ɔnekd̪ɪn pɔɾ heɾ ʃɐt̪ʰe kɔt̪ʰɐ ko͡ɪ̯ʃɪ
সে দেখতে অনেক সুন্দর ,Mymensingh হেয় দেখতে মেলা সুন্দর,mɔnoʃɪng hee̯ d̪ekʰt̪e mɛlɐ ʃund̪ɔɾ
কিন্তু সৌন্দর্যই সবকিছু না,Mymensingh কিন্তু সৌন্দর্যই বেগকিনু না,menʃɪn kɪnt̪u ʃo͡u̯nd̪oɾɟo͡ɪ̯ begokɪnu nɐ
তার চোখ হরিণের মতো,Mymensingh হের চোখ হরিণের লাহান,mɔʲensɪng heɾ cox hoɾɪneɾ lɐhɐn
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,Mymensingh একটা ছেড়ি আর একটা ছেড়া একসাথে খেলতাসে,mɔʲenʃɪn ɛktɐ cʰeɽɪ ɐɾ ɛktɐ cʰeɽɐ ɛkʃɐt̪ʰe kʰelt̪ɐʃe
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,Mymensingh কালা কুত্তাডা ঘাসের মধ্যে দিয়া ছুটতাসে,menʃɪng kɐlɐ kut̪t̪ɐdɐ gʱɐʃeɾ mod̪d̪ʱe d̪ɪʲɐ cʰutt̪ɐʃe
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,Mymensingh একটা কালা কুত্তা ঘাসের মধ্যে দৌড়াইতাসে,menʃɪn ɛktɐ kɐlɐ kut̪t̪ɐ gʱɐʃeɾ mod̪d̪ʱe d̪o͡u̯ɽɐ͡ɪ̯t̪ɐʃe
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,Mymensingh একটা ছোড কালা কুত্তা ঘাসের মধ্যে শুয়া আসে,menʃɪn ɛktɐ cʰod kɐlɐ kut̪t̪ɐ gʱɐʃeɾ mod̪d̪ʱe ʃuʲɐ ɐʃe
একদল মহিলা রাস্তায় হাঁটছে,Mymensingh একদল বেডি রাস্তায় হাঁটতাসে,menʃɪng ɛkd̪ɔl bedɪ ɾɐst̪ɐe̯ hɐ̃tt̪ɐʃe
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,Mymensingh দরজার কাসে দুইজন বয়া গিটার বাজাইতাসে,menʃɔn d̪ɔɾɟɐɾ kɐʃe d̪u͡ɪ̯ɟɔn bɔʲɐ gɪtɐɾ bɐɟɐ͡ɪ̯t̪ɐʃe
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,Mymensingh ফুটপাতে একসাথে হাঁটতাসেন তিন বেডি,menʃɪn pʰutpɐt̪e ɛkʃɐt̪ʰe hɐ̃tt̪ɐʃen t̪ɪn bedɪ
আম্মুর জন্য বেশি খারাপ লাগছে,Mymensingh আম্মার লাইজ্ঞা বেশি খারাপ লাগতাসে,menʃɔn ɐmmɐɾ lɐ͡ɪ̯ggɐ beʃɪ kʰɐɾɐp lɐgt̪ɐʃe
আমাদের পরিবারে  আম্মুর অবদানই বেশি বলে আমি মনে করি,Mymensingh আমারার পরিবারে আম্মার অবদানই বেশি বইল্লা আমি মনে করি,mɔʲensɪn ɐmɐɾɐɾ poɾɪbɐɾe ɐmmɐɾ ɔbod̪ɐnɪ beʃɪ bo͡ɪ̯llɐ ɐmɪ mone koɾɪ
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে  শেষ করলাম,Mymensingh তোমরার লাইজ্ঞা কিসু করতাম তো ফারলামই না উলডা পরিবাররে শেষ করলাম,mɔʲenog t̪omɾɐɾ lɐ͡ɪ̯ggɐ kɪʃu koɾt̪ɐm t̪o pʰɐɾlɐmɪ nɐ uldɐ poɾɪbɐɾɾe ʃeʃ koɾlɐm
"সবসময় ভয়ে ভয়ে থাকতাম, গলা দিয়ে খাবার নামতো না","Mymensingh বেগসময় ভয়ে ভয়ে থাকতাম, গলা দিয়া খাওন নামতো না","mɪmɪnʃ begʃɔmɔe̯ bʱɔʲe bʱɔʲe t̪ʰɐkt̪ɐm, gɔlɐ d̪ɪʲɐ kʰɐ͡o̯n nɐmt̪o nɐ"
শেষ করলাম সবকিছু,Mymensingh শেষ করলাম বেগকিসু,mɔʲensɪng ʃeʃ koɾlɐm begokɪʃu
"যদিও ক্ষমার যোগ্য না আমি, পারলে ক্ষমা করে দিয়েন","Mymensingh যদিও মাফের যোগ্য না আমি, পারলে মাফ কইরা দিয়েন","mɔʲenʃɪn ɟod̪ɪ͡o̯ mɐpʰeɾ ɟoggo nɐ ɐmɪ, pɐɾle mɐpʰ ko͡ɪ̯ɾɐ d̪ɪʲen"
আপনাদের অযোগ্য সন্তান,Mymensingh আফনেরার অযোগ্য সন্তান,menʃɪn ɐpʰoneɾɐɾ ɔɟoggo ʃɔnt̪ɐn
আল্লাহ রহমতের বৃষ্টি দাও,Mymensingh আল্লাহ রহমতের বৃষ্টি দেও,menoʃɔg ɐllɐh ɾɔhɔmɔt̪eɾ bɾɪʃtɪ d̪e͡o̯
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,Mymensingh বৃষ্টির লাইজ্ঞা ঢাকায় কুনোখানে নামাজ পড়ন হইব কি ?,menʃɪn bɾɪʃtɪɾ lɐ͡ɪ̯ggɐ dʱɐkɐe̯ kunokʰɐne nɐmɐɟ pɔɽon ho͡ɪ̯bo kɪ?
পানির জন্য হাহাকার আর ভালো লাগছে না,Mymensingh পানির লাইজ্ঞা হাহাকার আর ভালা লাগতাসে না, mɔʃɪng pɐnɪɾ lɐ͡ɪ̯ggɐ hɐhɐkɐɾ ɐɾ bʱɐlɐ lɐgt̪ɐʃe nɐ
উত্তরাতে আমাদের ভবনে  কোনোভাবেই পানি পাচ্ছি না আমরা,Mymensingh উত্তরাতে আমারার ভবনে কোনোমতেই পানি পাইতাসি না আমরা, menʃɪn ut̪t̪ɔɾɐt̪e ɐmɐɾɐɾ bʱɔbone konomɔt̪e͡ɪ̯ pɐnɪ pɐ͡ɪ̯t̪ɐʃɪ nɐ ɐmɾɐ
শুধু এক গাড়ি পানি হলেও ২টা দিন চলা যেতো,Mymensingh খালি এক গাড়ি পানি হইলেও ২ডা দিন চলন যাইত,mɔʲenosh kʰɐlɪ ɛk gɐɽɪ pɐnɪ ho͡ɪ̯le͡o̯ nɔdɐ d̪ɪn cɔlon ɟɐ͡ɪ̯t̪o
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,Mymensingh কোনমতেই ওয়াসা পানি দিতাসে না,mɔnoʃɪn konmɔt̪e͡ɪ̯ oʷɐʃɐ pɐnɪ d̪ɪt̪ɐʃe nɐ
কি করতে পারি বলুন এখন?,Mymensingh কিতা করতাম পারি কন এহন?,menʃɪn kɪt̪ɐ koɾt̪ɐm pɐɾɪ kon ehon?
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,Mymensingh বিদ্যুৎ ছাড়া না হয় থাকন যায় কিন্তু পানি ছাড়া কেমনে থাকে মানুষ,mɔʲenʃɪn bɪd̪d̪ut̪ cʰɐɽɐ nɐ hɔe̯ t̪ʰɐkon ɟɐe̯ kɪnt̪u pɐnɪ cʰɐɽɐ kɛmone t̪ʰɐke mɐnuʃ
আজকে জুম্মার দিন ,Mymensingh আইজকে জুম্মার দিন,menosɪn ɐ͡ɪ̯ɟke ɟummɐɾ d̪ɪn
আমি শুক্রবার অনেক সকালে উঠি ,Mymensingh আমি শুক্কুরবার মেলা সহালে উঠি,mɔʲensɪn ɐmɪ ʃukkuɾbɐɾ mɛlɐ ʃɔhɐle utʰɪ
সে অনেক বেলা করে ঘুমায় ,Mymensingh হেয় মেলা বেলা কইরা ঘুমায়,mɔʲenʃɪg hee̯ mɛlɐ belɐ ko͡ɪ̯ɾɐ gʱumɐe̯
সে আমাকে একটি উপহার দিয়েছে ,Mymensingh হেয় আমারে একটা উপহার দিসে,mɪmɪns hee̯ ɐmɐɾe ɛktɐ upohɐɾ d̪ɪʃe
আমার বয়স বেশি না,Mymensingh আমার বয়স বেশি না,mɔʲensɪg ɐmɐɾ bɔʲoʃ beʃɪ nɐ
তার চেয়ে আমি দেখতে সুন্দর ,Mymensingh হের চেয়ে আমি দেখতে সুন্দর, mɔʲensɪn heɾ ceʲe ɐmɪ d̪ekʰt̪e ʃund̪ɔɾ
এইবার কুরবানিতে লাল গরু কিনবো ,Mymensingh এইবার কুরবানিতে লাল গরু কিনবাম,menʃɔn e͡ɪ̯bɐɾ kuɾbɐnɪt̪e lɐl goɾu kɪnbɐm
সবকিছু একসাথে করা সম্ভব না ,Mymensingh বেগকিসু একসাথে করন সম্ভব না,menʃɪn begokɪʃu ɛkʃɐt̪ʰe kɔɾon ʃɔmbʱɔb nɐ
তুমি বিয়ে করছো না কেন?,Mymensingh তুমি বিয়া করতাসো না কেরে?,mɪmɪnʃ t̪umɪ bɪʲɐ koɾt̪ɐʃo nɐ keɾe?
ভালো মেয়ে পাচ্ছি না ,Mymensingh ভালা মাইয়া পাইতাসি না ,menʃɪn bʱɐlɐ mɐ͡ɪ̯ʲɐ pɐ͡ɪ̯t̪ɐʃɪ nɐ 
ঘড়িতে কয়টা বাজে? ,Mymensingh ঘড়িতে কয়টা বাজে?,menosɪng gʱoɽɪt̪e kɔʲtɐ bɐɟe?
আজকে দুপুরে আমাদের দাওয়াত আছে ,Mymensingh আজকে দুফুরে আমরার দাওয়াত আসে,mɔʲensɪn ɐɟke d̪upʰuɾe ɐmɾɐɾ d̪ɐ͡o̯ʲɐt̪ ɐʃe
সবাই কেমন আছো?,Mymensingh সবাই কেমত আসো?,menʃɪn ʃɔbɐ͡ɪ̯ kɛmɔt̪ ɐʃo?
আজকে কত তারিখ?,Mymensingh আইজকে কয় তারিখ?,menʃɪn ɐ͡ɪ̯ɟke kɔe̯ t̪ɐɾɪkʰ?
মন ভালো করতে তোমরা কি কর?,Mymensingh মন ভালা করতে তোমরা কিতা কর?,menʃɪn mon bʱɐlɐ koɾt̪e t̪omɾɐ kɪt̪ɐ kɔɾ?
আমি মাঝেমধ্যে গান শুনি,Mymensingh আমি মাঝেমধ্যে গান হুনি,menosɪn ɐmɪ mɐɟʱemod̪d̪ʱe gɐn hunɪ
